Solar,Wind
0.51523995,0.014522386
0.5035273,0
0.44630608,0
0.33755398,0
0.19069397,0
0.042215712,0
0,0
0,0.030519271
0,0.006463123
0,0
0,0
0,0
0,0
0,0
0,0.00403099
0,0.015593326
0,0.017729543
0,0.024779463
0,0.03233974
0.000176665,0
0.046078164,0
0.12450763,0.042048834
0.23329502,0.09372061
0.34173286,0.12927672
0.45810926,0.08753171
0.49322784,0.07674448
0.43538395,0.0820329
0.32856742,0.09221516
0.18818128,0.1110919
0.043130957,0.09985156
0,0.09510901
0,0.059008125
0,0.005783284
0,0
0,0
0,0
0,0.018698383
0,0.03663297
0,0.05706079
0,0.07227626
0,0.09737992
0,0.17811555
0,0.17646846
0.000323973,0.12388626
0.07264111,0.086530015
0.2243862,0.027250946
0.36055785,0.047518577
0.4573263,0.06142592
0.50039,0.07806344
0.49968097,0.119786486
0.43913293,0.18482414
0.3428551,0.21683384
0.19677532,0.2148379
0.046397876,0.13270406
0,0.09780228
0,0.059769917
0,0.0330206
0,0.002551723
0,0
0,0
0,0
0,0
0,0
0,0.012542045
0,0.047714666
0,0.06319848
0,0.068301365
0.00048946,0.09544664
0.078300096,0.19026287
0.23639703,0.20565137
0.3829508,0.27930942
0.48725566,0.40851012
0.5282464,0.5056568
0.5245046,0.5274037
0.4644435,0.4957557
0.35273185,0.433964
0.20200032,0.35006586
0.049157582,0.33220437
0,0.30661535
0,0.3079772
0,0.35432398
0,0.4114169
0,0.44382992
0,0.43214044
0,0.3824914
0,0.28762195
0,0.19911538
0,0.13523006
0,0.09176212
0,0.021046473
0,0
0.000553444,0
0.06767382,0.013536322
0.22618835,0.00583384
0.36633798,0.029772805
0.46443626,0.057379987
0.50592977,0.09268813
0.5017281,0.098616526
0.44660318,0.14165932
0.34437793,0.18055859
0.19590794,0.17943273
0.047747515,0.23473853
0,0.30510536
0,0.20977978
0,0.091437936
0,0.05205846
0,0.02307304
0,0.001293445
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.000848993,0
0.07635518,0
0.21949214,0.015607452
0.36171812,0.05622797
0.45038563,0.1678833
0.4708186,0.28373647
0.43750277,0.33355165
0.38152772,0.37586522
0.2925423,0.37955475
0.17999099,0.36635634
0.050245184,0.35647932
0,0.34012225
0,0.30815712
0,0.28264362
0,0.29612243
0,0.25629497
0,0.20206782
0,0.21723025
0,0.20881581
0,0.17236845
0,0.10770307
0,0.07890427
0,0.045620885
0,0.018636059
0.001083557,0.009671855
0.08238452,0.016019141
0.23621804,0
0.37577805,0
0.4718989,0
0.51524484,0.033497132
0.5143122,0.078274675
0.45834607,0.14925706
0.35512406,0.2504536
0.21040188,0.3637282
0.056355234,0.42031592
0,0.43221748
0,0.38876918
0,0.3061417
0,0.18677017
0,0.091957115
0,0.09616408
0,0.14027096
0,0.1433377
0,0.12576006
0,0.112764366
0,0.097933486
0,0.06625559
0,0.050357673
0.001267343,0.03303763
0.06371148,0.00890448
0.16537511,0
0.2879186,0
0.3918495,0
0.39443612,5.01E-05
0.38869417,0.010651124
0.33104718,0.007296335
0.230473,0.018530108
0.124772504,0.018670797
0.030885566,0
0,0
0,0
0,0
0,0
0,0.019936204
0,0.07469926
0,0.08942229
0,0.10838866
0,0.08600245
0,0.082879186
0,0.15107073
0,0.25605983
0,0.17011294
0.000997204,0.14047468
0.049007468,0.14559981
0.16391824,0.23428291
0.3148907,0.23226196
0.39916882,0.33426952
